Dataset 0,,Dataset 10,,Dataset 20,,Dataset 30,,Dataset 40,,Dataset 50,,Dataset 60,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
66.54577255401729,0.7670563088003572,66.54453098277955,0.7565960711223976,66.57587722044973,0.7281488564779093,66.5720792036376,0.6961505648357373,66.56798797442984,0.6616819587603942,,,,
66.92724188073015,0.7630034491834357,66.92601405382345,0.7526590074945307,66.95735112860626,0.7241345955240059,66.95347980869523,0.6915187252735413,66.94949395269217,0.6579378884476189,,,,
67.30869288166829,0.7587961949144406,67.30745131043055,0.7483359572364809,67.33871050067077,0.7191553679946451,67.33492164674601,0.6872342736785098,67.33089913919348,0.653344647548441,,,,
67.69015762693746,0.7547047366345008,67.68887940415027,0.7439357096523946,67.72012485005945,0.7146393244215038,67.7163085074726,0.6824866381272586,67.71237304735001,0.6493303865945377,,,,
68.07160404643193,0.7504588837024876,68.07025252054582,0.7390722781120886,68.10144298913082,0.7093127089249782,68.09773201974863,0.678047791880154,68.09377365240766,0.6446985470323415,,,,
68.45303214015163,0.7460586361184012,68.45164854415977,0.7344018398868741,68.48278861686427,0.7042176854065625,68.47904557737633,0.67268257772061,68.47519258324002,0.6402211021222186,,,,
68.8344785596461,0.7418127831863881,68.83296210178746,0.7290366257273303,68.86407926727355,0.6986594779319271,68.86041869377186,0.6678191461803041,68.85652446664243,0.6350102826147478,,,,
69.21587916470372,0.7371809436241918,69.21429856663354,0.7238644048828778,69.24536991768282,0.6931012704572916,69.24170476273747,0.6622223400426503,69.23791132736902,0.6302626470634969,,,,
69.59730725842346,0.7327806960401055,69.59558005415546,0.7182290000822058,69.62666973097946,0.6876202603086927,69.62299541314673,0.6566641325680149,69.61918823344725,0.6245886435998065,,,,
69.96135518739229,0.7282221939376441,69.94221819170427,0.713262638773851,69.97328445226056,0.6824566169449111,69.95230786694577,0.6519985191756779,69.9311838936789,0.6202986779100581,,,,
